Account,User Name,Page Category,Content,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score (weighted  ?  Likes 1x Comments 1x )
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-07-21 06:40:36 EDT,Album,274,3,0,https://www.instagram.com/p/CC5q_KtpyOz/,https://www.instagram.com/p/CC5q_KtpyOz/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/109824776_691145921615418_2090861371632035377_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=_O1TLrAytTwAX_WVpQ0&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=f7c16b08da0bbeb9e3a3dfdcaf3bd52c&oe=60537245,,"?Apa itu artinya merdeka belajar? Itu artinya unit pendidikan yaitu sekolah, guru-guru dan muridnya punya kebebasan. Kebebasan untuk berinovasi, kebebasan untuk belajar dengan mandiri dan kreatif,? kata Mendikbud Nadiem Makarim kala taklimat media di Plaza Insan Berprestasi, Kemendikbud, Jakarta, Senin (25/11/2019). Semangat bergerak dari ide Merdeka Belajar pun terus bergulir dari kebijakan-kebijakan yang dihasilkan Kemendikbud.

Adapun Asesmen Kompetensi Minimum tidak dilakukan berdasarkan mata pelajaran atau penguasaan materi kurikulum seperti yang selama ini diterapkan dalam ujian nasional, melainkan melakukan pemetaan terhadap dua kompetensi minimum siswa, yakni dalam hal literasi dan numerasi.

Guru Penggerak adalah pemimpin pembelajaran yang mendorong tumbuh kembang murid secara holistik, aktif dan proaktif dalam mengembangkan pendidik lainnya untuk mengimplementasikan pembelajaran yang berpusat kepada murid, serta menjadi teladan dan agen transformasi ekosistem pendidikan untuk mewujudkan profil Pelajar Pancasila.

Dalam pembuatan RPP, prinsip efisien, efektif dan berorientasi pada murid dikedepankan. Efisien berarti penulisan RPP dilakukan dengan tepat dan tidak menghabiskan banyak waktu dan tenaga. Efektif berarti penulisan RPP dilakukan untuk mencapai tujuan pembelajaran. Berorientasi pada murid berarti penulisan RPP dilakukan dengan mempertimbangkan kesiapan, ketertarikan, dan kebutuhan belajar murid di kelas.

Transformasi dan inovasi menurut Dirjen GTK Iwan Syahril secara filosofi berawal dari kebutuhan belajar murid dan bermuara pada hasil belajar siswa.
?Orientasi pada murid itu yang paling penting, always start from the student. Kemudian kita susun program inovasi, sesuai dengan konteks sekolah kita, sesuai dengan visi sekolah tersebut. Karena dalam konteks merdeka belajar itu sekolah memiliki otonomi, sekolah diberikan opsi untuk melakukan apa yang paling relevan untuk menghadapi, melayani murid-murid yang ada di sekolah tersebut dan sesuai dengan konteks sekolahnya,? kata Iwan Syahril.

#MerdekaBelajar #GuruPenggerak #BerpusatpadaMurid #Mendikbud #NadiemMakarim #DirjenGTK #IwanSyahril #GTK",,,,277,-1.94
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,80064,2020-08-16 19:14:29 EDT,Photo,263,1,0,https://www.instagram.com/p/CD997h8J3NI/,https://www.instagram.com/p/CD997h8J3NI/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117820723_618568615751808_4635750373170165690_n.jpg?_nc_cat=106&ccb=3&_nc_sid=8ae9d6&_nc_ohc=eNv9qzO89f4AX_W7APl&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ec300d3da94ab69dfe4e2144f707acb6&oe=6053AC0E,,"Presiden @jokowi pada pidatonya di parlemen, Jumat (14/8/2020) menyatakan pemerintah akan melakukan reformasi pendidikan melalui transformasi kepemimpinan kepala sekolah, transformasi pendidikan dan pelatihan guru, mengajar sesuai tingkat kemampuan siswa, standar penilaian global, serta kemitraan daerah dan masyarakat sipil.

Pemerintah juga menyatakan komitmennya untuk melakukan penguatan SDM pendidikan melalui dukungan Program Merdeka Belajar.

Dirgahayu kemerdekaan Indonesia!

Bangkit untuk Indonesia Maju!

@kemdikbud.ri

#GotongRoyongKemendikbud #BangkitUntukIndonesiaMaju #IndonesiaMaju #MerdekaBelajar #DirgahayuRI #BerpusatpadaMurid #DitjenGTK #Guru #TenagaKependidikan #Mengajar #PendidikanuntukSemua #GuruPenggerakIndonesiaMaju #PembelajaranBermakna #GurudiHatiku #SahabatGutendik",? ABU INDONESIA NDONES1 MERDEKA BELAJAR BANGKIT UNTUK INDONESIA MAJU N mg GTK_KEMDIKBUD WWW.GTK.KEMDIKBUD.GO.ID DITJEN.GTK.KEMDIKBUD .KEMDIKBUD f DITJENGTKKEMDIKBUD KEMDIKBUD DITJEN GTK KEMDIKBUD,,,264,-1.72
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-03-10 18:33:55 EDT,Album,236,9,0,https://www.instagram.com/p/B9ke5Tfp9CX/,https://www.instagram.com/p/B9ke5Tfp9CX/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/89219358_240902366935112_7176771639441354705_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=PEJlM_FH57sAX9FUo4b&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ddcfc6c35f5b780a7ec562d5ab4a4dc5&oe=6055227D,,"Taklimat media terkait Organisasi Penggerak diselenggarakan di Gedung A Kantor Kemendikbud, Senayan, Jakarta pada Selasa sore (10/3/2020). Sebagai narasumber Plt. Dirjen GTK, Supriano; Direktur Guru dan Tenaga Kependidikan Pendidikan Menengah dan Pendidikan Khusus, Praptono; praktisi dan konsultan pendidikan, Itje Chodidjah; serta dimoderatori Plt. Kepala Biro Kerja Sama dan Hubungan Masyarakat Ade Erlangga Masdiana.

Program Organisasi Penggerak adalah program pemberdayaan masyarakat secara masif melalui dukungan pemerintah untuk peningkatan kualitas guru dan kepala sekolah berdasarkan model-model pelatihan yang sudah terbukti efektif dalam meningkatkan kualitas proses dan hasil belajar siswa. Pada tahun 2020-2022 Program Organisasi Penggerak akan meningkatkan kompetensi 50.000 guru, kepala sekolah, dan tenaga kependidikan di 5.000 PAUD, SD dan SMP, serta juga menyasar satuan pendidikan pada jenis pendidikan khusus/luar biasa.

Plt. Dirjen GTK, Supriano mengungkap Merdeka Belajar Episode Keempat:Program Organisasi Penggerak merupakan episode yang ditunggu-tunggu. Ujung dari program ini untuk peserta didik serta untuk mewujudkan SDM Unggul, Indonesia Maju. Program Organisasi Penggerak melibatkan organisasi kemasyarakatan untuk mencerdaskan anak bangsa. Best practice dari organisasi kemasyarakatan tersebut diharapkan dapat meningkatkan kompetensi guru, kepala sekolah, dan tenaga kependidikan.

Sedangkan Praptono, mengungkap Kemendikbud mendorong persebaran merata daerah sasaran program dengan pertimbangan sebagai berikut:  1.keterwakilan Daerah Tertinggal, Terdepan, dan Terluar (3T); 2.keterwakilan daerah perkotaan dan pedesaan; dan 3.keterwakilan daerah dengan beragam kondisi geografis.

Itje Chodidjah mengatakan organisasi kemasyarakatan menyambut baik Program Organisasi Penggerak. Terlebih program ini dapat membantu guru, menggairahkan guru untuk belajar lagi.

Info lebih lanjut terkait Organisasi Penggerak, Relawan, Sekolah Penggerak dapat disimak di laman https://sekolah.penggerak.kemdikbud.go.id

@kemdikbud.ri

#DitjenGTK #Guru #TenagaKependidikan #GuruAgenPerubahanIndonesia #GTK #MerdekaBelajar #OrganisasiPenggerak",,,,245,-2.19
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,82355,2020-08-24 03:42:38 EDT,IGTV,210,9,4918,https://www.instagram.com/tv/CEQ5dRdpMMb/,https://www.instagram.com/tv/CEQ5dRdpMMb/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118338467_1261258944216065_8918096554007879136_n.jpg?_nc_cat=108&ccb=3&_nc_sid=8ae9d6&_nc_ohc=VHMJdmpHZxwAX951LBh&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=22e50abed997d9f800d72ecf77215f6a&oe=60535304,Capaian Pendidikan Guru Penggerak Ditjen GTK,"Direktorat Jenderal Guru dan Tenaga Kependidikan, Kementerian Pendidikan dan Kebudayaan  telah melaksanakan berbagai program dan kegiatan yang terkait dengan pemajuan pendidikan Indonesia.

Berbagai capaian kebijakan dilaksanakan dalam rangka upaya mencerdaskan kehidupan bangsa yang telah dilakukan oleh Direktorat Jenderal Guru dan Tenaga Kependidikan adalah Pendidikan Guru Penggerak.

Kemendikbud meluncurkan program Guru Penggerak untuk membuka kesempatan bagi para guru untuk menjadi Guru Penggerak. Merdeka Belajar Episode 5: Guru Penggerak, merupakan ujung tombak perubahan transformasi pendidikan Indonesia.

Program Pendidikan Guru Penggerak adalah program pendidikan kepemimpinan bagi guru untuk menjadi pemimpin pembelajaran. Program ini dirancang dengan menitikberatkan pada kualitas pelatihan dan pendampingan. Tujuannya agar peningkatan kompetensi guru yang mampu menciptakan ekosistem pendidikan yang berdaya dan berkomitmen dalam meningkatkan kualitas proses dan hasil belajar murid.

Publikasi tentang Program Guru Penggerak tidak hanya melalui laman http://sekolah.penggerak.kemdikbud.go.id/gurupenggerak/ tetapi juga melalui media sosial Direktorat Guru dan Tenaga Kependidikan.

Mari bersama berperan besar memajukan Pendidikan Indonesia yang lebih baik dengan menciptakan pembelajaran yang berpusat pada murid dan menggerakkan ekosistem pendidikan yang lebih baik melalui Program Guru Penggerak.

#GotongRoyongKemendikbud
#BangkitUntukIndonesiaMaju
#IndonesiaMaju
#GuruPenggerak
#MerdekaBelajar
#BerpusatpadaMurid
#BersamaHadapiKorona
#BelajardariRumah
#Kemendikbud
#DitjenGTK",PENDIDIKAN GURU PENGGERAK,,,219,-1.25
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-07-16 05:23:00 EDT,Photo,215,1,0,https://www.instagram.com/p/CCsqIdhJGx1/,https://www.instagram.com/p/CCsqIdhJGx1/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/109732318_294143542028615_389780974396069605_n.jpg?_nc_cat=110&ccb=3&_nc_sid=8ae9d6&_nc_ohc=mJKfjNPKKjoAX_yJ3JI&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=f6ae1fdd83d6fa0ddd69a9f9790d2f3d&oe=60560782,,"Konsep Merdeka Belajar menghendaki sekolah sebagai unit inovasi. Direktur Jenderal Guru dan Tenaga Kependidikan (Dirjen GTK) Kementerian Pendidikan dan Kebudayaan (Kemendikbud) Iwan Syahril mengungkap sekolah sebagai unit inovasi, perlu bermula dan berakhir pada murid dalam menyusun program
.
?Orientasi pada murid itu yang paling penting, always start from the student. Kemudian kita susun program inovasi, sesuai dengan konteks sekolah kita, sesuai dengan visi sekolah tersebut. Karena dalam konteks merdeka belajar itu sekolah memiliki otonomi, sekolah diberikan opsi untuk melakukan apa yang paling relevan untuk menghadapi, melayani murid-murid yang ada di sekolah tersebut dan sesuai dengan konteks sekolahnya,? jelas Iwan Syahril. 

@kemdikbud.ri

#MerdekaBelajar #BerpusatpadaMurid #DirjenGTK #IwanSyahril #DitjenGTK #Guru #TenagaKependidikan #GuruAgenPerubahanIndonesia #Mengajar #PendidikanUntukSemua #GuruPenggerakIndonesiaMaju  #GuruDiHatiku #SahabatGutendik",,,,216,-2.1
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-07-09 03:51:09 EDT,Video,208,5,2854,https://www.instagram.com/p/CCadmxbJHlX/,https://www.instagram.com/p/CCadmxbJHlX/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/107060076_727797087995974_2397025601572796965_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=X-2MKCCzHFcAX8UH_YP&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=7e80f44b01c6395e5ba793021b841d92&oe=6054CC99,,"Ayo jadi Guru Penggerak!

Kesempatan ini disampaikan langsung oleh Mas Menteri Pendidikan dan Kebudayaan pada Jumat, 3 Juli 2020
.
""Bagi yang tertarik untuk menjadi pemimpin masa depan sistem pendidikan kita, bagi yang tertarik melakukan perubahan, bagi yang berani mengambil resiko dalam berinovasi, ini adalah kesempatan anda untuk apply pada guru penggerak ini dan jadilah bagian dari roda perubahan di sistem pendidikan kita""
.
Kepada guru-guru terbaik Indonesia, siapkan diri Anda untuk menjadi bagian dari transformasi pendidikan di Indonesia.

Pendaftaran Program Guru Penggerak akan dibuka pada tanggal 13 Juli - 22 Juli 2020 melalui laman sekolah.penggerak.kemdikbud.go.id/gurupenggerak/

Guru Penggerak, Merdeka Belajar.

#BerpihakPadaAnak
#KepemimpinanPembelajaran
#GuruPenggerak
#MerdekaBelajar
#BerpusatpadaMurid
#BersamaHadapiKorona
#BelajardariRumah
#Kemendikbud
#DitjenGTK",MERDEKA BELAJAR EPISODE KELIMA: GURU PENGGERAK KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN 3 JULI 2020,,,213,2.27
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-03-18 03:38:38 EDT,IGTV,185,10,3372,https://www.instagram.com/tv/B93elR5lHVU/,https://www.instagram.com/tv/B93elR5lHVU/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/89973202_1550338098465123_2044070314249215674_n.jpg?_nc_cat=100&ccb=3&_nc_sid=8ae9d6&_nc_ohc=nh3ahYt1haEAX8AwJmS&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=f51aee2d195bc86b814167caa0224487&oe=60547395,Program Organisasi Penggerak,"Program Organisasi Penggerak adalah program pemberdayaan masyarakat secara masif melalui dukungan pemerintah untuk peningkatan kualitas guru dan kepala sekolah berdasarkan model-model pelatihan yang sudah terbukti efektif dalam meningkatkan kualitas proses dan hasil belajar siswa. Pada tahun 2020-2022 Program Organisasi Penggerak akan meningkatkan kompetensi 50.000 guru, kepala sekolah, dan tenaga kependidikan di 5.000 PAUD, SD dan SMP, serta juga menyasar satuan pendidikan pada jenis pendidikan khusus/luar biasa.

Plt. Dirjen GTK, Supriano mengungkap Merdeka Belajar Episode Keempat: Program Organisasi Penggerak merupakan episode yang ditunggu-tunggu. Ujung dari program ini untuk peserta didik serta untuk mewujudkan SDM Unggul, Indonesia Maju. Program Organisasi Penggerak melibatkan organisasi kemasyarakatan untuk mencerdaskan anak bangsa. Best practice dari organisasi kemasyarakatan tersebut diharapkan dapat meningkatkan kompetensi guru, kepala sekolah, dan tenaga kependidikan.

Info lebih lanjut terkait Organisasi Penggerak, Relawan, Sekolah Penggerak dapat disimak di laman https://sekolah.penggerak.kemdikbud.go.id

@kemdikbud.ri

#DitjenGTK #Guru #TenagaKependidikan #GuruAgenPerubahanIndonesia #GTK #Mengajar #BersamaIndonesiaMaju #PendidikanUntukSemua #GuruPenggerakIndonesiaMaju #MerdekaBelajar #GuruPenggerak #GuruDiHatiku #SekolahPenggerak #OrganisasiPenggerak #SahabatGutendik",,,,195,-1.4
Ditjen Dikti,ditjen.dikti,Official Page,Merdeka Belajar,194586,2020-05-20 02:28:03 EDT,IGTV,48,1,475,https://www.instagram.com/tv/CAZkuJelYzG/,https://www.instagram.com/tv/CAZkuJelYzG/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/98167258_141716707474068_7668461701458600543_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=RSxLBQyp1uYAX_lXclQ&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=adbfcd3041d79cd695c9c972d58af68b&oe=6053DA79,Riset dan Inovasi Sivitas Akademika,"#InsanDikti tahukah kamu?

Tak kurang dari 500 produk inovasi telah diciptakan oleh dosen,  peneliti, dan mahasiswa Indonesia untuk mempercepat penanggulangan pandemic Covid-19. Riset dan alat-alat kesehatan seperti ventilator,  robot ners,  rapid test kit serta alat kesehatan lainnya yang selama ini diimport nyatanya mampu dibuat oleh anak bangsa. Inilah wujud nyata merdeka belajar dan gotong-royong bangsa Indonesia dalam menghadapi pandemi Covid-19 ini.

Mari terus berkarya dan berinovasi demi kemajuan bangsa!

#DitjenDikti
#PendidikanTinggi",,,,49,-20.43
Kemdikbud.RI,kemdikbud.ri,Official Page,"Kuota Belajar, Pembelajaran Jarak Jauh",1808359,2020-09-01 00:33:55 EDT,Album,54569,2031,0,https://www.instagram.com/p/CElKaUIFdf9/,https://www.instagram.com/p/CElKaUIFdf9/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118630037_171024497980834_890661431879080368_n.jpg?_nc_cat=108&ccb=3&_nc_sid=8ae9d6&_nc_ohc=kul_K1kjgqoAX8SvDbk&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=561322be50de735ff8faf4cb468793df&oe=605282D0,,"#SahabatDikbud , berdasarkan rapat kerja Mendikbud dengan Komisi X DPR RI di Jakarta, Kamis, 27 Agustus 2020, Kemendikbud telah menyiapkan anggaran Rp7,2 triliun untuk keperluan subsidi kuota internet dalam Pembelajaran Jarak Jauh (PJJ). 
.
Bagi pelajar dapat mengisi nomor ponsel pada laman Dapodik hingga 11 September 2020. Kemudian bagi mahasiswa dan dosen dapat memperbarui data ponsel pada Pangkalan Data Pendidikan Tinggi (PD Dikti) hingga 11 September 2020. Kuota internet akan dikirim ke nomor ponsel yang dimasukkan ke sistem Dapodik dan PD Dikti. 

.
#MerdekaBelajar #BangkitUntukIndonesiaMaju",,,,56600,7.81
Kemdikbud.RI,kemdikbud.ri,Official Page,"Belajar Daring,Kuota Belajar,Pembelajaran Jarak Jauh",1837871,2020-09-11 23:24:41 EDT,Photo,27656,1217,0,https://www.instagram.com/p/CFBXO5VB_kB/,https://www.instagram.com/p/CFBXO5VB_kB/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/119039622_188742242659606_1742113057056574234_n.jpg?_nc_cat=110&ccb=3&_nc_sid=8ae9d6&_nc_ohc=jZca95S654AAX84_ELp&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=216840c39236328c0ab05534d1bc7619&oe=60526E4B,,"#SahabatDikbud , tanggal 11 September 2020 merupakan batas waktu pengisian atau pemutakhiran data nomor telepon seluler (ponsel) siswa dan guru di Data Pokok Pendidikan (Dapodik), serta mahasiswa dan dosen di Pangkalan Data Pendidikan Tinggi (PD-Dikti). Namun, untuk proses verifikasi dan validasi (verval) data ponsel, Kemendikbud memberikan batas akhir hingga 15 September 2020. 
 .
Berdasarkan data pokok pendidikan (Dapodik) Kemendikbud per tanggal 11 September 2020, tercatat jumlah data nomor ponsel yang sudah terdaftar sebanyak 21,7 juta nomor dari 44 juta siswa dan 2,8 juta nomor dari 3,3 juta guru di Indonesia. Sementara itu, untuk mahasiswa, nomor ponsel yang telah terdaftar sebanyak 2,7 juta nomor dari 8 juta mahasiswa, dan dosen 161 ribu dari 250 ribu dosen. 
.
Setalah data nomor ponsel diinput di Dapodik dan PD-Dikti, tahap berikutnya adalah proses verifikasi dan validasi (verval) untuk memastikan kebenaran nomor ponsel sebagai data dasar penyaluran bantuan. Pada tahap verval ini, kebenaran nomor ponsel perlu dipastikan oleh kepala sekolah dan pimpinan perguruan tinggi dengan tujuan untuk memastikan bantuan dimanfaatkan secara optimal dan tepat sasaran dalam pelaksanaan pembelajaran dalam jaringan pada masa pandemi Covid-19. 
.
Tahapan yang dilakukan pada proses verval juga melibatkan perusahaan telekomunikasi untuk memastikan bahwa nomor yang didaftarkan tersebut aktif. 
.
Kemendikbud mengalokasikan dana sebesar Rp7,2 triliun untuk pemberian kuota internet yang akan disalurkan melalui nomor ponsel yang terdaftar pada Dapodik dan PD-Dikti. Implementasi kebijakan (pemberian kuota internet) ini diharapkan dapat berjalan baik melalui kolaborasi pemerintah dan industri telekomunikasi.
.
#MerdekaBelajar #BangkitUntukIndonesiaMaju","KEMENTERIAN KEBUDAYAAN kemdikbud.go.id INDONES1A MAJU PROGRAM PEMBERIAN KUOTA INTERNET BAGI PESERTA DIDIK Kementerian Pendidikan dan Kebudayaan telah menyiapkan anggaran Rp 7,2 triliun untuk keperluan subsidi kuota internet dalam pembelajaran jarak jauh (PJJ).* September Oktober Siswa November Desember Guru Dosen 35GB Mahasiswa GB 50GE /Subsidi akan berlangsung selama empat yakni dari September hingga Desember 2020 CATATAN PENTING! Rapat Kerja Mendikbud dengan Komisi DPR diJakarta Kamis, KUOTA PESERTA DIDIK Agustus 2020. #BangkituntukIndonesiaMaju BANGGABUATAN INDONESIA",,,28873,7.82
Kemdikbud.RI,kemdikbud.ri,Official Page,"Belajar Daring,Kuota Belajar,Pembelajaran Jarak Jauh",1399439,2020-04-12 21:16:24 EDT,Album,20359,145,0,https://www.instagram.com/p/B-5vuN8JLRh/,https://www.instagram.com/p/B-5vuN8JLRh/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/93351400_537353357203168_3792853850619898640_n.jpg?_nc_cat=111&ccb=3&_nc_sid=8ae9d6&_nc_ohc=Hssi8hTwAf4AX8KGjmK&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=74eb9954fa18060ebe475c6ea49e14c1&oe=605563D3,,"#SahabatDikbud,Kemendikbud melalui Direktorat Jenderal Guru danTenaga Kependidikan @ditjen.gtk.kemdikbud telah melucurkan Portal Guru Berbagi melalui laman guruberbagi.kemdikbud.go.id, yang merupakan wadah bagi guru untuk saling berbagi pengetahuan dan pengalaman.
.
Salah satu inisiatif gerakan aksi berbagi, diantaranya telah dilakukan oleh REFO @refoindonesia berkolaborasi dengan Google for Education dan Kementerian Pendidikan dan Kebudayaan.
.
Guru-guru hebat di Indonesia akan menyelanggarakan webinar untuk membantu guru dan orang tua menerapkan strategi pembelajaran jarak jauh dengan menggunakan perangkat Google Suite For Education.
.
Webinar yang berlangsung dari tanggal 6 April s.d. 23 April 2020 ini terbuka untuk umum dan gratis, guru-guru dapat berpartisipasi dalam acara ini untuk menambah wawasan tentang strategi pembelajaran jarak jauh.
.
Yuk, #SahabatDikbud daftarkan segera dirimu melalui tautan/link pada gambar! ??
.
#MerdekaBelajar #GuruPenggerak #CerdasBerliterasi
.
#UnggahUlang @ditjen.gtk.kemdikbud",,,,20504,2.83
Kemdikbud.RI,kemdikbud.ri,Official Page,"Belajar Daring,Kuota Belajar,Pembelajaran Jarak Jauh",1711435,2020-07-20 02:53:50 EDT,Album,16390,204,0,https://www.instagram.com/p/CC2sPdFpKKb/,https://www.instagram.com/p/CC2sPdFpKKb/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/109791175_3723569344325183_7478566243817740246_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=xZweqpDYaNIAX-Ki5dg&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=b269072b7ec9dcb4ee27fe169c5cb2ac&oe=60532F73,,"#SahabatDikbud, Kemendikbud melalui Direktorat Jenderal Pendidikan Tinggi @ditjen.dikti bekerja sama dengan PT. Telekomunikasi Seluler @telkomsel menyediakan akses internet terjangkau bagi civitas akademika dalam rangka mendukung pelaksanaan pembelajaran jarak jauh (PJJ).
.
Penandatanganan nota kesepahaman tersebut dilakukan secara virtual oleh Sekretaris Ditjen Dikti, Paristiyanti Nurwardani dengan Senior Vice President Enterprise Telkomsel, Dharma Simorangkir pada Jumat (17/07). Turut hadir dalam acara ini, Plt. Direktur Jenderal Pendidikan Tinggi (Dirjen Dikti), Nizam, dan Direktur Sales PT. Telkomsel, Ririn Widaryani.
.
#SahabatDikbud, yuk, simak informasi selanjutnya pada laman kemdikbud.go.id! ????
.
#MerdekaBelajar #KampusMerdeka #Dikti",,,,16594,2.29
Kemdikbud.RI,kemdikbud.ri,Official Page,"Belajar Daring,Kuota Belajar,Pembelajaran Jarak Jauh",1734633,2020-08-02 03:25:16 EDT,Album,16221,298,0,https://www.instagram.com/p/CDYOLE9Ja7D/,https://www.instagram.com/p/CDYOLE9Ja7D/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116796233_1138157106556957_3589995255810570225_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=DjP50ffpEL4AX9Ah0BW&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=3b5bfafbbd78819bec4211ebafce4357&oe=605576B0,,"#SahabatDikbud, Mendikbud Nadiem Makarim didampingi Wali Kota Bogor, Bima Arya, meninjau proses pembelajaran jarak jauh (PJJ) tahun ajaran 2020/2021 di Kota Bogor dan Kabupaten Bogor, Jawa Barat, (30/7/2020). Mendikbud juga berdiskusi dengan para guru mengenai pelaksanaan PJJ di masa pandemi. 
.
Dalam kunjungan kerja tersebut, Mendikbud meninjau penerapan PJJ di lima sekolah, yaitu SDN 1 Polisi, SMA Regina Pacis, SMP Alghazali, SMK Ma'arif NU Ciomas, dan SMP Muhammadiyah. 
.
Mendikbud mengatakan, sejak April lalu Kemendikbud telah melakukan relaksasi dana Bantuan Operasional Sekolah (BOS) untuk membantu sekolah dalam melaksanakan prioritas kegiatan belajar mengajar, termasuk menunjang pembelajaran jarak jauh (PJJ).
.
""Kami menyadari bahwa pelaksanaan pembelajaran jarak jauh bukan hal yang mudah. Apalagi dengan segala keterbatasan, baik infrastruktur berupa sinyal dan listrik, biaya, dan sebagainya. Oleh karena itu, silakan kepala sekolah membeli kebutuhan yang menjadi prioritas sekolah, misalnya pembelian pulsa untuk guru maupun siswa, 'hand sanitizer', dan lain-lain,? jelas Mendikbud.
.
Foto : @tasori123
.
#MerdekaBelajar #Mendikbud #Kemendikbud #BangkituntukIndonesiaMaju",,,,16519,2.28
Kemdikbud.RI,kemdikbud.ri,Official Page,"Belajar Daring,Pembelajaran Jarak Jauh",1858567,2020-09-19 02:16:33 EDT,Album,12971,122,0,https://www.instagram.com/p/CFTsdsSlfog/,https://www.instagram.com/p/CFTsdsSlfog/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/119837957_4814757265208960_2334725228816915850_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=EtS5fiLZpdEAX_ctttS&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ce1c3a24ded0048f8677ce976bf07a82&oe=60522B3C,,"#SahabatDikbud, Mendikbud Nadiem Makarim meninjau pelaksanaan pembelajaran jarak jauh yang diselenggarakan oleh Sekolah Luar Biasa (SLB) Negeri 1 Bantul, Yogyakarta, Kamis (17/09/2020). 
.
Dalam sesi diskusi dengan para kepala sekolah dan guru pendidikan khusus, Mendikbud menyampaikan bahwa salah satu target utama Kemendikbud adalah memberikan perhatian yang lebih serius kepada SLB.
.
""Walaupun SLB itu menangani anak-anak berkebutuhan khusus, tetapi pedagogi dan metodologi pembelajaran yang dilakukan di SLB bisa menjadi panutan atau sumber inspirasi pembelajaran,"" disampaikan Mendikbud kepada para guru dan kepala sekolah yang hadir. 
.
Sumber foto : Drajat
.
#MerdekaBelajar #CerdasBerkarakter #Mendikbud",,,,13093,1.81
