Account,User Name,Page Category,Content,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score (weighted  ?  Likes 1x Comments 1x )
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,123653,2021-01-06 05:05:41 EST,Photo,843,79,0,https://www.instagram.com/p/CJsxVWCl3ni/,https://www.instagram.com/p/CJsxVWCl3ni/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/135731796_230426468574928_1079188395251009010_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=rY-fCbeqdCsAX_2HQgy&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=0c3b94a1f8b9d2eba00cf13c574f2bf8&oe=605496B5,,"@dirjen_gtk Iwan Syahril menyampaikan capaian program prioritas Merdeka Belajar 2020 Program Guru dan Tenaga Kependidikan padaTaklimat Media Awal Tahun 2021 Kemendikbud.

Iwan membuka bidak kata dengan mengapresiasi Sahabat Guru dan Tenaga Kependidikan ya",CAPAIAN PROGRAM PRIORITAS MERDEKA BELAJAR 2020 GURU DAN KEPSEK YANG MENDAPATKAN PENINGKATAN KOMPETENSI GURU YANG DINIL AI KOMPETENSINYA RATA-RATA RATA NILAI KOMPETENSI GURU DAN TENDIK Sasaran Orang Target 39.555 Realisasi 40.241 A Sasaran Orang Target 9.619 Realisasi 9.619 GURU YANG MENGIKUTI SERTIFIKASI GURU PENATAAN GURU DAN TENAGA KEPENDIDIKAN Sasaran :Orang Target 33.873 Realisasi 33.873 Sasaran Provinsi Target 34 Realisasi 34 HTTP://CTK.KEMDIKBUD.GO.ID GTK_KEMDIKBUD Im DITJEN.GTK.KEMDIKBUD DITJENGTKKEMDIKBUD DITJENGTK Ayo Pakal Maskero DITJEN GTK KEMDIKBUD,,,922,1.15
Pusdatin Kemendikbud,pustekkom_kemdikbud,Official Page,Merdeka Belajar,152339,2020-12-05 06:13:45 EST,Album,901,7,0,https://www.instagram.com/p/CIafr0vnWDb/,https://www.instagram.com/p/CIafr0vnWDb/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/129740303_868536730593060_6997202010459401348_n.jpg?_nc_cat=106&ccb=3&_nc_sid=8ae9d6&_nc_ohc=6tc864St-qQAX9phaeX&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e8aba02c1245c0d31c6acdb5dddd63cc&oe=60540BBB,,"Sambutan Mendikbud Nadiem Anwar Makariem pada ANUGERAH KIHAJAR 2020, yang diselenggarakan pada hari Jumat 04 Desember 2020.

Apresiasi diberikan setinggi tingginya kepada Bapak dan Ibu serta siswa partisipasinya dalam program yg di inisiasi oleh Pusdatin Kemendikbud sejak tahun 2006.

Antusiasme dari berbagai pihak dalam implementasi pembelajaran TIK ini mencerminkan semangat ""Merdeka Belajar"" yang sejati.

Apresiasi saya sampaikan kepada Balai Tekkom, Dinas Pendidikan Kabupaten/Kota dan Provinsi serta Kepala Daerah yang telah berkomitmen mendukung rangkaian kegiatan Generasi Kihajar, MembaTIK dan Pembatik di tahun 2020.

GEN KIHAJAR, Generasinya
DUTA RUMAH BELAJAR, Gurunya
BAHAN AJAR TIK, Medianya
MERDEKA BELAJARnya

#Anugerahkihajar2020 #tvedukasi #rumahbelajar #suaraedukasi #pusdatinkemdikbud #merdekabelajar #kemdikbudRI",,,,908,2.54
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,90554,2020-09-25 06:22:48 EDT,IGTV,779,49,12458,https://www.instagram.com/tv/CFjhhAUF0qo/,https://www.instagram.com/tv/CFjhhAUF0qo/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/120199193_250229689658976_8407276692811665684_n.jpg?_nc_cat=105&ccb=3&_nc_sid=8ae9d6&_nc_ohc=gfduUxJT9SIAX8RkaDE&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=d95649707fb39ccf98ef328c8e19ff3c&oe=605549EE,Program Guru Belajar Seri Masa Pandemi COVID 19,"Guru Belajar Seri Masa Pandemi COVID-19 adalah Program pembelajaran yang dirancang untuk membantu sebanyak mungkin guru dan tenaga kependidikan dalam melakukan pembelajaran jarak jauh yang sesuai dengan kondisi khusus , seperti masa pandemi COVID-19, dengan tetap memberikan pembekalan dasar yang bermakna bagi siswa untuk melakukan merdeka belajar.

Ayo Bergabung dan ajak guru yang lain ya!

Kunjungi laman https://gurubelajar.kemdikbud.go.id

#MerdekaBelajar
#DitjenGTK
#GuruBelajar
#BelajarDariRumah
#BersamaHadapiKorona",GURU BELAJAR Seri Masa Pandemi Covid-19,,,828,2.77
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,92859,2020-10-04 21:37:54 EDT,Photo,789,31,0,https://www.instagram.com/p/CF8ZS0ulENQ/,https://www.instagram.com/p/CF8ZS0ulENQ/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/120793102_1053126605131543_5627035015492501678_n.jpg?_nc_cat=108&ccb=3&_nc_sid=8ae9d6&_nc_ohc=dG_iTrjKN5AAX8KlTkg&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=0af15b01155266b161c61844f23a1c3c&oe=6052F421,,"Halo #SahabatGutendik!

Pembelajaran Jarak Jauh bukan hambatan untuk belajar. Kita masih bisa belajar di mana saja, dan kapan saja. Melalui Program Guru Belajar seri Masa Pandemi COVID-19, diharapkan dapat membantu sebanyak mungkin guru dan tenaga kependidikan dalam melakukan pembelajaran jarak jauh yang sesuai dengan kondisi khusus, seperti masa pandemi COVID-19, dengan tetap memberikan pembekalan dasar yang bermakna bagi siswa untuk melakukan merdeka belajar.

Mari Belajar Daring Mandiri!

Kunjungi laman https://gurubelajar.kemdikbud.go.id

Ajak rekan guru yang lain ya!

#MerdekaBelajar
#DitjenGTK
#GuruBelajar
#BelajarDariRumah
#BersamaHadapiKorona","GURU BELAJAR AJAR MasaPandem Covid-19 DIREKTORAT JENDERAL GURU DAN TENAGA KEPENDIDIKAN PROGRAM GURU BELAJAR SERI MASA PANDEMI COVID- 19 Pastikan Para Guru dan Tenaga Kependidikan Tergabung dalam Program Guru Belajar Seri Masa Pandemi Covid- 19 AYO..BERGABUNG DAN MENJADI BAGIAN TRANSFORMASI GURU DAN TENAGA KEPENDIDIKAN UNTUK PENDIDIKAN INDONESIA. PEMBELAJARAN JARAK JAUH BUKAN HAMBATAN UNTUK BELAJAR DI MANA SAJA DAN KAPAN SAJA. MARI BELAJAR DARING MANDIRI! AJAK REKAN GURU YANG LAIN YA.. ê SEMOGA DAPAT MEMBANGUN MOTIVASI, KREASI DAN SOLUSI MASA PANDEMI AGAR TETAP BERKARYA DAN BERPRESTASI. Kunjungi Laman https://guelojar.kemdikbud.go.id",,,820,1.62
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,98008,2020-10-27 02:07:14 EDT,Photo,762,8,0,https://www.instagram.com/p/CG1hmtmFc_u/,https://www.instagram.com/p/CG1hmtmFc_u/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/122896065_2674078659472654_864727982974292034_n.jpg?_nc_cat=110&ccb=3&_nc_sid=8ae9d6&_nc_ohc=2Ze744wkdJMAX-FRDm9&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=710bc8c29f10f4927a5e562e0ade96ed&oe=60520750,,"Esensi dari Merdeka Belajar adalah menggali potensi terbesar para guru dan murid untuk berinovasi dan meningkatkan kualitas belajar secara mandiri.

Pada Webinar Guru Belajar, Kepala Sekolah Cikal, Rosmayanti Mutiara membawakan materi berjudul ?Kepemimpinan Berbasis Merdeka Belajar?. Ia di antaranya mengungkap tentang Teori Perubahan Sekolah Murid Merdeka.

?Yang kita hadapi selama ini adalah murid itu bukan murid yang Merdeka Belajar, tapi murid yang menderita belajar. Karena apa? Karena sebelumnya anak-anak kita hanya mendapatkan, kita menyiapkan satu resep untuk semua anak. Satu resep dan fokusnya atau orientasinya hanya kepada hasil dan kepatuhan murid,? kata Rosmayanti berbagi pengalaman.

?Makanya tadi kita bergerak menjadi Sekolah Murid Merdeka, Sekolah Merdeka Belajar. Oleh karenanya kita perlu melibatkan komunitas penggerak pendidikan. Seluruh guru-guru yang ada di sekolah, seluruh orang tua, semua pihak yang ada di dunia pendidikan itu sendiri,? sambungnya.

Ingin mengetahui paparan lengkap dari Rosmayanti dapat disimak di laman https://guruberbagi.kemdikbud.go.id/video/kepemimpinan-berbasis-merdeka-belajar/.

@kemdikbud.ri

#MerdekaBelajar #GuruBerbagi #WebinarGuruBelajar #SekolahPenggerak #BerpihakpadaAnak #BerpusatpadaMurid #DitjenGTK #Guru #TenagaKependidikan #SahabatGutendik","2 SEKOLAH MERDEKA BELAJAR Murid merdeka mengarahkan tujuan, cara, dan penilaian belajarnya yang ditandai dengan orientasi pada penguasaan kompetensi dan pola belajar personalisasi. TEORI PERUBAHAN SEKOLAH MURID MERDEKA @ r SEKOLAH MERDEKA BERKOLABORASI Kepala sekolah, guru, orang dan murid melakukan kolaborasi belajar dengan mengikuti beragam program belajar dari Sekolah Dunia Usaha/Dunia Industri yang sudah Merdeka Berkarya. SEKOLAH MERDEKA BERKARYA Sekolah menghasilkan karya program belajar yang dapat digunakan oleh murid, guru, orang tua, dan kepala sekolah dari sekolah lain. TKEMDI astra Crtesamuniafhdmrdh9hcl HTTP://CTK.KEMDIKBUD.GO.ID .GO.ID HTTP://GTK DITJEN.GTK.KEMDIKBUD DITJENGTKKEMDIKBUD RI KEMDIKBUD DITJEN GTK KEMDIKBUD",,,770,1.38
TEMPO Media Group,tempodotco,Portal Berita,Merdeka Belajar,440265,2020-07-10 00:00:50 EDT,Photo,602,18,0,https://www.instagram.com/p/CCcodzSF3ql/,https://www.instagram.com/p/CCcodzSF3ql/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/107117620_882950245532087_746122779901537460_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=1JPxz2JFI4oAX-JlXMb&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1a8701ea60c127b727733b6c384ffae2&oe=60553C99,,"Tahun ajaran baru akan dilalui dalam situasi yang sangat berbeda. Pemerintah mengizinkan sekolah di ratusan daerah dengan status hijau --relatif aman dari penyebaran Covid-19-- untuk menjalankan kelas tatap muka. Sementara itu, sebagian besar siswa lain tetap harus menjalankan pembelajaran jarak jauh alias belajar di rumah. Metode daring ini tidak disukai murid, orang tua, juga guru karena memiliki banyak kelemahan.?
?
Situasi darurat ini membuat Merdeka Belajar, program reformasi pendidikan yang digagas Menteri Pendidikan dan Kebudayaan Nadiem Makarim, tak berjalan mulus. Mas Menteri harus banyak mengambil kebijakan responsif atas situasi darurat, termasuk akibat pemotongan anggaran setelah pandemi. Di tengah keterbatasan itu, ia meluncurkan program Guru Penggerak, yang ia sebut sebagai ""pemimpin pendidikan di masa depan.""?
?
Bagaimana Nadiem membenahi kualitas guru yang selama bertahun-tahun akrab dengan metode hapalan? Apa rencananya untuk menghasilkan guru yang berkualitas dan sesuai dengan perkembangan zaman? Ikuti perbincangannya dengan Pemimpin Redaksi Koran Tempo Budi Setyarso dalam program Ini Budi, ""Reformasi Pendidikan Mas Menteri di Masa Pandemi.""?
?
Sabtu, 11 Juli 2020, pukul 10.00 WIB, live di Instagram dan Youtube tempodotco, Facebook Tempo Media dan Tv Tempo.",,,,620,-6.13
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,106758,2020-11-23 04:22:50 EST,Photo,610,8,0,https://www.instagram.com/p/CH7Zc8vl1xW/,https://www.instagram.com/p/CH7Zc8vl1xW/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/126925080_1539621372893519_1308859180676321118_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=q7To-lApbacAX9M-oMu&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ef5c2c1b6a83b4787ee567ce0c12e2ea&oe=60560F4C,,"Tema Hari Guru Nasional (HGN) Tahun 2020 yakni ?Bangkitkan Semangat Wujudkan Merdeka Belajar?.

Seluruh ekosistem pendidikan diharapkan bersinergi menciptakan semangat belajar yang merdeka dan penuh cinta guna memberikan hasil yang terbaik untuk dunia pendidikan di Indonesia.

Sinergi itu di antaranya dapat terlihat dalam pembelajaran tatap muka. Pembelajaran tatap muka tetap dilakukan dengan mengikuti protokol kesehatan yang ketat terdiri dari kondisi kelas pada jenjang pendidikan anak usia dini (PAUD), pendidikan dasar dan pendidikan menengah menerapkan jaga jarak minimal 1,5 meter.

Sementara itu, jumlah siswa dalam kelas pada jenjang Sekolah Luar Biasa (SLB) maksimal 5 peserta didik per kelas dari standar awal 5-8 peserta didik per kelas. Pendidikan dasar dan pendidikan menengah maksimal 18 peserta didik dari standar awal 28-36 peserta didik/kelas. Pada jenjang PAUD maksimal 5 peserta didik dari standar awal 15 peserta didik/kelas.

Penerapan jadwal pembelajaran, jumlah hari dan jam belajar dengan sistem pergiliran rombongan belajar ditentukan oleh masing-masing satuan pendidikan sesuai dengan situasi dan kebutuhan. 

Perilaku wajib yang harus diterapkan di satuan pendidikan harus menjadi perhatian, seperti menggunakan masker kain tiga lapis atau masker sekali pakai/masker bedah, cuci tangan pakai sabun dengan air mengalir atau cairan pembersih tangan, menjaga jarak dan tidak melakukan kontak fisik, dan menerapkan etika batuk/bersin.

@kemdikbud.ri

#MerdekaBelajar #BersamaHadapiKorona #BerpihakpadaAnak #BerpusatpadaMurid #DitjenGTK #Guru #TenagaKependidikan #SahabatGuTendik",Hari Guru Nasional 2020 BANGKITKAN SEMANGAT WUJUDKAN MERDEKA BELAJAR DPVSRIGLP HTTP://GTK KEMDIKBUD.GO GTK_KEMDIKBUD I DITJEN.GTK.KEMDIKBUD f DITJENGTK KEMDIKBUD BANGGABUATAN INDONESIA DITJEN GTK KEMDIKBUD,,,618,-1.08
Kompas.com,kompascom,Portal Berita,Merdeka Belajar,1448620,2020-10-27 21:00:15 EDT,Album,566,4,0,https://www.instagram.com/p/CG3jRObhC5P/,https://www.instagram.com/p/CG3jRObhC5P/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/122760340_363418318410993_7664588964774741376_n.jpg?_nc_cat=106&ccb=3&_nc_sid=8ae9d6&_nc_ohc=HyXzeQ1zC9cAX8QyIG6&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=84982c590e25be81110756a903752de1&oe=6053F3CE,,"Pada akhir Januari 2020, Menteri Pendidikan dan Kebudayaan ( Mendikbud) Nadiem Makarim meluncurkan Kebijakan Kampus Merdeka. ?
?
Tentu, tujuan dari kebijakan Kampus Merdeka ialah untuk mempercepat inovasi di bidang pendidikan tinggi. Serta berbagai kebebasan yang lain. ?
?
Tetapi, kebebasan seperti apakah itu? Bagi para mahasiswa, apakah sudah paham dengan kebijakan Merdeka Belajar-Kampus Merdeka. Seperti apakah program yang ditawarkan oleh Kampus Merdeka bagi mahasiswa??
?
Infografik: Maulana Mickael?
?
/ #Kompascom #MelihatHarapan #FaktaBerita #JernihBerkomentar #BeritaTerkini #Edukasi",,,,570,-1.67
Metrotv Indonesia,metrotv,Portal Berita,Merdeka Belajar,1298521,2021-01-21 04:30:43 EST,IGTV,460,18,15563,https://www.instagram.com/tv/CKTVOL-HHoS/,https://www.instagram.com/tv/CKTVOL-HHoS/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/140283961_734446547509759_5346187752485647477_n.jpg?_nc_cat=111&ccb=2&_nc_sid=8ae9d6&_nc_ohc=9YzP6DU8veoAX-y79Y6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d4df8e5fa0f4033e1f0e43af49eca2e8&oe=6030235F,Kuliah Umum Nadiem Makarim: Merdeka Belajar 2021,"Dalam memperingati HUT ke-51, Media Indonesia menghadirkan Kuliah Umum 'Merdeka Belajar 2021' bersama Menteri Pendidikan dan Kebudayan @nadiemmakarim. Salah satu topik menarik yang dikupas yakni antisipasi dan strategi yang dilakukan @kemdikbud.ri di masa pandemi dan strategi untuk perubahan yang terjadi.

#MTVNAD",,,,478,1.11
Metrotv Indonesia,metrotv,Portal Berita,Merdeka Belajar,1209217,2020-08-26 20:55:17 EDT,Album,316,3,0,https://www.instagram.com/p/CEX5anEMsom/,https://www.instagram.com/p/CEX5anEMsom/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118405783_1366074790266583_9111430237777559907_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=Ve-XXIjlUA8AX9VO9bB&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1705a41aea2fbc286502faa4f8ed9a4f&oe=60524F0F,,"Pemerintah Provinsi Sumatra Selatan bersama Telkomsel Indonesia berkerja sama untuk melangsungkan program Merdeka Belajar Jarak Jauh (MBJJ). Program nantinya diharapkan menjadi solusi pemerataan akses pendidikan jarak jauh di Sumsel.

Sebanyak 75.000 Kartu Internet Merdeka Belajar dari Telkomsel akan dibagikan gratis kepada para siswa/i di Sumsel. Kartu perdana dan kuota belajar diberikan cuma-cuma. Sehingga para siswa bisa mengikuti pembelajaran daring tanpa khawatir kehabisan kuota.

#MTVNAD",,,,319,1.19
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-03-11 21:15:06 EDT,Album,278,1,0,https://www.instagram.com/p/B9nWIwEJ6R1/,https://www.instagram.com/p/B9nWIwEJ6R1/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/89389561_139054700949791_2201071794062937062_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=uzWaFNneIwQAX86Q-VJ&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=3f168dcd5186d6f53ea3bf05c8db2ec1&oe=6054E490,,"Direktorat Jenderal Guru dan Tenaga Kependidikan menggelar Diskusi Kelompok Terpumpun Forum Rektor Dengan Mendikbud ""Transformasi Pendidikan Guru untuk Murid Merdeka Belajar"" pada hari Rabu (11/3/2020) Malam.

Forum yang digelar di ballroom Ambhara Hotel Jakarta ini turut dihadiri oleh Plt. Direktur Jenderal GTK Supriano, Direktur GTK Dikmen & Diksus Praptono, Plt. Direktur GTK Dikdas Sri Renani Pantjastuti, Plt. Direktur Pembinaan Guru dan Tenaga Kependidikan Pendidikan Anak Usia Dini Abdoellah, Itje Chodijah selaku tim dari Staf Khusus Mendikbud
Bidang Pembelajaran, 17 Rektor Perguruan Tinggi serta Badan Standar Nasional Pendidikan (BNSP).
.
Dalam forum ini, membahas mengenai draft model kompetensi serta memberikan input terhadap penyusunan model kompetensi yang sedang berjalan guna mencapai apa yang diiinginkan secara bersama untuk menghadirkan model kompetensi yang baik.
.
#DitjenGTK #Guru #TenagaKependidikan #GuruAgenPerubahanIndonesia #GTK #MerdekaBelajar #OrganisasiPenggerak",,,,279,-1.92
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-07-21 06:40:36 EDT,Album,274,3,0,https://www.instagram.com/p/CC5q_KtpyOz/,https://www.instagram.com/p/CC5q_KtpyOz/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/109824776_691145921615418_2090861371632035377_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=_O1TLrAytTwAX_WVpQ0&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=f7c16b08da0bbeb9e3a3dfdcaf3bd52c&oe=60537245,,"?Apa itu artinya merdeka belajar? Itu artinya unit pendidikan yaitu sekolah, guru-guru dan muridnya punya kebebasan. Kebebasan untuk berinovasi, kebebasan untuk belajar dengan mandiri dan kreatif,? kata Mendikbud Nadiem Makarim kala taklimat media di Plaza Insan Berprestasi, Kemendikbud, Jakarta, Senin (25/11/2019). Semangat bergerak dari ide Merdeka Belajar pun terus bergulir dari kebijakan-kebijakan yang dihasilkan Kemendikbud.

Adapun Asesmen Kompetensi Minimum tidak dilakukan berdasarkan mata pelajaran atau penguasaan materi kurikulum seperti yang selama ini diterapkan dalam ujian nasional, melainkan melakukan pemetaan terhadap dua kompetensi minimum siswa, yakni dalam hal literasi dan numerasi.

Guru Penggerak adalah pemimpin pembelajaran yang mendorong tumbuh kembang murid secara holistik, aktif dan proaktif dalam mengembangkan pendidik lainnya untuk mengimplementasikan pembelajaran yang berpusat kepada murid, serta menjadi teladan dan agen transformasi ekosistem pendidikan untuk mewujudkan profil Pelajar Pancasila.

Dalam pembuatan RPP, prinsip efisien, efektif dan berorientasi pada murid dikedepankan. Efisien berarti penulisan RPP dilakukan dengan tepat dan tidak menghabiskan banyak waktu dan tenaga. Efektif berarti penulisan RPP dilakukan untuk mencapai tujuan pembelajaran. Berorientasi pada murid berarti penulisan RPP dilakukan dengan mempertimbangkan kesiapan, ketertarikan, dan kebutuhan belajar murid di kelas.

Transformasi dan inovasi menurut Dirjen GTK Iwan Syahril secara filosofi berawal dari kebutuhan belajar murid dan bermuara pada hasil belajar siswa.
?Orientasi pada murid itu yang paling penting, always start from the student. Kemudian kita susun program inovasi, sesuai dengan konteks sekolah kita, sesuai dengan visi sekolah tersebut. Karena dalam konteks merdeka belajar itu sekolah memiliki otonomi, sekolah diberikan opsi untuk melakukan apa yang paling relevan untuk menghadapi, melayani murid-murid yang ada di sekolah tersebut dan sesuai dengan konteks sekolahnya,? kata Iwan Syahril.

#MerdekaBelajar #GuruPenggerak #BerpusatpadaMurid #Mendikbud #NadiemMakarim #DirjenGTK #IwanSyahril #GTK",,,,277,-1.94
Tribunnews.com,tribunnews,Portal Berita,Merdeka Belajar,1029791,2020-08-18 07:04:38 EDT,Photo,266,0,0,https://www.instagram.com/p/CEBz_wSHqAh/,https://www.instagram.com/p/CEBz_wSHqAh/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117911543_2682933221947852_8722769405343742044_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=1-kCVEeVtXgAX_C_TRH&_nc_oc=AQnUjOAepi_NWTVJYpeNG1gHVmv3uh41v0p5zl3-PSX0PzgLe4bKUzTZNYbEHOTf_4I&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=7977f37e7b899d81747e22f62eb01bef&oe=6055406F,,"Kemerdekaan Indonesia yang telah mencapai 75 tahun memberikan spirit kepada anak bangsa untuk mendapatkan jiwa yang merdeka pada berbagai aspek.

Pada aspek pendidikan, Kementerian Pendidikan dan Kebudayaan telah (Kemendikbud) melakukan gebrakan melalui kebijakan Merdeka Belajar.

Mendikbud Nadiem Makarim menginginkan agar esensi Merdeka Belajar dapat menggema dan dihayati oleh seluruh masyarakat Indonesia dari Sabang hingga Merauke.
.
""Kita ingin Merdeka Belajar itu menjadi suatu teriakan revolusi dari Sabang sampai Merauke. Kita ingin esensi dan filsafat dari Ki Hadjar Dewantara itu dimiliki bersama, bukan hanya unit pendidikan saja, tapi juga masyarakat mengerti mengenai esensi daripada Merdeka Belajar, tidak ada filsafat yang lebih tepat lagi,"" ujar Nadiem.
.
Sejumlah kebijakan dibuat oleh Kemendikbud untuk memastikan warga pendidikan mendapatkan akses terhadap pembelajaran yang ideal di tengah pandemi Covid-19 ini.

Inovasi yang dilakukan Kemendikbud adalah program belajar dari rumah di TVRI, program edukasi di RRI dan berbagai platform yang telah disiapkan untuk pembelajaran jarak jauh.

Kemendikbud juga melakukan langkah afirmasi dengan melalukan relaksasi penggunaan dana BOS dan BOP PAUD dan pendidikan kesetaraan sehingga dapat digunakan untuk pembelian pulsa, paket data, layanan pendidikan daring berbayar bagi pendidik dan peserta didik.

Kemendikbud juga melakukan langkah afirmasi untuk pendidikan tinggi. Nadiem mengeluarkan Permendikbud Nomor 25 Tahun 2020 yang memberikan keringanan Uang Kuliah Tunggal (UKT) bagi mahasiswa perguruan tinggi negeri (PTN).
.
Kebijakan ini merupakan bentuk kepedulian pihaknya terhadap mahasiswa yang terdampak pandemi Covid-19.
.
""Itu contoh mewujudkan merdeka di tengah pandemi, walaupun tantangannya masih luar biasa, semoga spirit inovasi dan kemandirian bisa terjalin di masa pandemi ini,"" ucap Nadiem.

Baca selengkapnya di Instastories @Tribunnews

#MataLokalMenjangkauIndonesia
#IndonesiaTerhubung","TribunNetwork njangkau| ndonesia Tribunnews.com Upaya Kemendikbud Wujudkan Merdeka Belajar di Tengah Pandemi Covid-19 end bud Konsep Merdeka Belajar yang digagas oleh Mendikbud Nadiem Makarim ini mencoba memerdekakan pendidikan Indonesia sehingga dapat diakses oleh seluruh pihak tanpa diskriminasi. Tidakhanya kepada para siswa, Kemendikbud Kemen juga berupaya memberikan emerdekaan pada guru yang ujung tombak pembelajaran di Indon esia. #MataLokalMenjangkaulndonesia f Tribunnews.com @tribunnews #IndonesiaTerhubung Terhubung @tribunnews Tribunnews.com",,,266,2.42
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,80064,2020-08-16 19:14:29 EDT,Photo,263,1,0,https://www.instagram.com/p/CD997h8J3NI/,https://www.instagram.com/p/CD997h8J3NI/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117820723_618568615751808_4635750373170165690_n.jpg?_nc_cat=106&ccb=3&_nc_sid=8ae9d6&_nc_ohc=eNv9qzO89f4AX_W7APl&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ec300d3da94ab69dfe4e2144f707acb6&oe=6053AC0E,,"Presiden @jokowi pada pidatonya di parlemen, Jumat (14/8/2020) menyatakan pemerintah akan melakukan reformasi pendidikan melalui transformasi kepemimpinan kepala sekolah, transformasi pendidikan dan pelatihan guru, mengajar sesuai tingkat kemampuan siswa, standar penilaian global, serta kemitraan daerah dan masyarakat sipil.

Pemerintah juga menyatakan komitmennya untuk melakukan penguatan SDM pendidikan melalui dukungan Program Merdeka Belajar.

Dirgahayu kemerdekaan Indonesia!

Bangkit untuk Indonesia Maju!

@kemdikbud.ri

#GotongRoyongKemendikbud #BangkitUntukIndonesiaMaju #IndonesiaMaju #MerdekaBelajar #DirgahayuRI #BerpusatpadaMurid #DitjenGTK #Guru #TenagaKependidikan #Mengajar #PendidikanuntukSemua #GuruPenggerakIndonesiaMaju #PembelajaranBermakna #GurudiHatiku #SahabatGutendik",? ABU INDONESIA NDONES1 MERDEKA BELAJAR BANGKIT UNTUK INDONESIA MAJU N mg GTK_KEMDIKBUD WWW.GTK.KEMDIKBUD.GO.ID DITJEN.GTK.KEMDIKBUD .KEMDIKBUD f DITJENGTKKEMDIKBUD KEMDIKBUD DITJEN GTK KEMDIKBUD,,,264,-1.72
